title,body,impact,urgency,priority
[Perf Test] error 500 on API /api/idp/v1/int/neaaccount/portalbasic,"Hi all

 

QA report got error 500 in this API /api/idp/v1/int/neaaccount/portalbasic

!https://lh3.googleusercontent.com/-BAMFeR5EWc8/XNQGRDQtMaI/AAAAAAAAGfM/-M1nRVb8Un0f_lE21VjNPM1p0OR4yoYdgCK8BGAs/s0/2019-05-09.png!

 

Pls help to resolve 

thanks",3,3,3
[Request Loan of Exhibit form] System opens wrong form,"After typing the title of the form on ePortal, then click on the suggestion, the system directed user to Incineration Plant Visit form.  The system should be directed user to the Request Loan of Exhibit introduction page. Please see the attachment

 ",1,1,1
[Request for Loan of Exhibits] Able to proceed without filling in the fields,"Steps:
 # Reached Step 4 - Request Information
 # Selected 'Next' without any input

Expected Result:
 # In-line error message for mandatory fields

**Actual Result
 # Able to reach confirmation page

!image-2019-04-08-21-52-12-022.png|width=427,height=183!",2,2,2
[Semakau Landfill Custom Account form] NRIC/Fin/Passport No. not show error inline message,"Upon filling the NRIC field with invalid NRIC/FIN/Passport No, the field should be shown inline error message. But, after checking the field not show inline error message. Please see the attachment

!image-2019-04-23-19-50-55-619.png!",3,3,3
"[Semakau Landfill Custom Account] Upon submitting form, inbox notification not appear","After form successfully submitted, inbox notification not appear. Should be appear after submission successful. 

!image-2019-04-24-13-41-53-915.png!",2,2,2
[Semakau Landfill Form] File over 5 MB still can be uploaded,"Trying to upload PDF file over 5 MB on *Upload Your Visitor List* and clicking on next button, the system still can directed user to the confirmation page. It should cannot be directed user to the confirmation page, due to the file is exceeding 5 MB and inline error message should be appeared under the field. Please see the attachment. 

 ",2,2,2
[Semakau Landfill Visit Form] Custom account cannot be used,"After trying to apply form with NEA ID, the system show an error. Please check the attachment

!image-2019-04-18-18-01-06-370.png!",2,2,2
[System administration - External User] Missing action button ,"Upon opening the external user list page, the action button is missing.  There is should be some action buttons there.

!image-2019-04-25-17-21-55-367.png!",2,2,2
[ePortal] Creation of Payment Category,"*Reporter:* Ling Ju, CQSD

*Details:*

User tried to edit the sub-cat but received an error message - failed to edit service subcategory

!image-2019-10-29-11-52-00-175.png! ..",3,3,3
[ePortal] Golden Transaction Activity - My Payments link appearing on mobile,"*Reporter:* Ping Hwee, FD & Annicia, ITD

*Details:*

Hi Annicia,

 We noticed that there were 2 transactions made for HCMS and EEMS on 25 Nov.

How come there are transactions when ePayment in ePortal has not gone live yet?

 

Hi Xtremax,

 ePayment module in ePortal is not official launched, MOP not supposed to have access to the payment page directly.

 However it is reported there are 2 legitimate payment collected on Monday 25 Nov 2019.

 I checked the page in production. Currently, the link is only disable for desktop but not mobile mode. The “My Payment” option is visible and accessible in mobile mode. Shouldn’t both desktop and mobile mode referring to the same set of codes?

 This case is considered *a S2 incident. Please provide us the incident report.*",2,2,2
cannot find Written Permission to Exhume Corpse,"tried to submit application for Written Permission to Exhume Corpse in Staging, but cannot find the services

!cannot find service.png!",2,2,2
eApplication - Error on Console,"As Eldwin suggested to open console while testing and report if there is any error, here I found an error on eApplication module

!image-2019-01-09-11-37-06-398.png!",3,3,3
eApplication Missing The Side Menu Button,!image-2019-01-23-17-40-20-700.png!,3,3,3
eApplication Module Cannot get the Department Value,"When the dropdown clicked, there is no value shown. Same also with the department filter in the listing page

!image-2019-04-11-00-38-48-425.png!",1,1,1
eApplication advanced search listing is not showing full list,"*Reporter:* Annicia, ITD

*Details:*

Hi Xtremax,

How come the list of service names shown under Advanced search does not cover all the services? Those services that are eApplication + eAppointment integrated are missing from the list as well as PCD services. Is this the intended behaviour or based on configuration? Is this applied to production?

The screenshot are captured from UAT and login via system admin account.

!image-2019-09-27-11-56-51-944.png!",3,3,3
eApplication not working,"Error message when trying to access:

'Failed to fetch data'",1,1,1
eAppointment - Appointments not cancelled after 30 minutes for draft forms,"Replicable in PROD only, pls check. DEV no issue.

Appointments should be cancelled after 30 minutes if the application form is not submitted.",1,2,2
eAppointment - No error message on Internet when Intranet is down,"When eAppointment intranet is down, no action when click submit via Internet. Should show that eAppointment service is not available, pls try again later.

!image-2019-06-18-07-48-54-371.png!",2,2,2
eAppointment Form UI Issues,"The following UI issues were discovered in the appointment booking form:
 # No padding
 # Font colour should be consistent, black like the forms

!Untitled2.png!
 # Dropdown UI should be consistent
 # The date picker should be responsive to the window size

!Untitled.png!
 # Can we don't use this 'OK' button and allow selection of the time & date? It has to be consistent with the form UI pls.

!image-2019-05-08-17-14-24-282.png!",3,3,3
eAppointment Internet - Filter UI issue,"On landscape mode, it looks like this:

!image-2019-04-30-12-28-27-495.png!

But on portrait mode, it looks like this:

!image-2019-04-30-12-28-39-448.png!

Unable to close, or search at all.",3,3,3
eAppointment Internet - Form field validation,"Can we follow the same kind of error message for validation of fields like forms? This is to ensure that it is consistent across

!image-2019-04-30-12-32-41-007.png!",3,3,3
eAppointment Internet - Unable to search,"According to test case, tried to search for appointment using the search bar but it returns no response.

!image-2019-04-30-12-30-46-369.png!",3,3,3
eAppointment Internet - Unable to select more actions on iPad,"I tried to click on the 'three dots' but there was no response. Replicable on web browser (try to resize to mobile/tablet size)

!image-2019-04-30-12-32-03-879.png!",2,2,2
eAppointment Intranet Bug List," 
 * 
h3. Unblock availability under resource UI is broken

!image-2019-04-24-12-09-10-849.png|width=741,height=467!

 

 * Missing Action Button Tooltip
 !image-2019-04-24-12-17-11-315.png|width=806,height=290!",1,1,1
eAppointment Intranet: Blank buttons,See attached screenshot.,2,2,2
eAppointment Intranet: Buttons not working for Bulk Appointment Management,Both Back and Save buttons not working.,1,2,1
eAppointment Intranet: Error for view,See attached screenshots.,2,2,2
eAppointment Intranet: Unable to understand the button,See attached screenshot.,3,3,3
eAppointment Service Configuration Bug,"* Currently, if you want to edit the resource of an appointment service, you cannot directly add in the resource to the list. You must click on the dropdown at the most right of the screen, then you will be able to add. 
!image-2019-07-12-16-24-23-358.png|width=673,height=96!
Can we change the behaviour so I can click anyplace inside the box to edit the resource name instead of just clicking on the small button?

 
 * After I edit the reschedule type and save it successfully, I try to reschedule the appointment that I already made. But upon rescheduling, the appointment won't stop loading.
!image-2019-07-12-16-25-09-002.png|width=678,height=586!",2,2,2
eAppointment Service Creation UI,"Please move the minutes to the right or at least give some space between the hours and minutes 

!image-2019-04-02-16-40-08-446.png!",3,3,3
eAppointment Service Creation UI Validity Period,"Make the date color darker

!image-2019-04-02-19-04-59-090.png!",3,3,3
eDocument - Able to request for document when intranet is down,"When eDocument intranet is down, MOP can still send request to download document in Internet

Take note that this behaviour is very different from eApplication. The explanation from Xtremax is that for eDocument request is sent to MQ, waiting to be sent to Intranet. Should this not be the same behaviour for eApplication? Behavior should be consistent.",3,3,3
eDocument - Date time format does not match between Internet and Intranet,"The following issues were discovered when performing a sanity check:
 # Date Uploaded (Intranet) vs Issued Date (Internet) is not in the same timezone

!image-2019-11-21-11-54-17-329.png!
 # Format for time is different for Internet
 # Documents uploaded in staging was not reflected on Internet (refer to APP-CCKAB-20191101-47321)

!image-2019-11-21-12-20-54-560.png!!image-2019-11-21-12-21-07-944.png!!image-2019-11-21-12-24-08-488.png!
 # Email notification not sent out to Internet after creation of outbound document (STAGING). Confirmed that D-P-4 is created in config

!image-2019-11-21-12-27-17-887.png!

 ",3,3,3
eDocument - Error message is incorrect when Intranet is down,"When eDocument intranet is down, error message for intranet shows Officer is not authorised.

!image-2019-06-18-07-47-19-903.png!",3,3,3
eDocument - Notification routed to the wrong Internet user ,"Reporter:
 Assignee: %Binxian%

 

 

Documents uploaded in staging was not reflected on Internet (refer to APP-CCKAB-20191101-47321)
 Email notification not sent out to Internet after creation of outbound document (STAGING). Confirmed that D-P-4 is created in config   

 
 Cause: Discovered that the email notification was sent to the email configured in the related application. and not in the input. Please refer to specs (

 
   !image-2019-11-25-20-15-05-029.png|thumbnail!

 ",3,3,3
eDocument File Extension validation should not Case sensitive.,"Document used by Jocelyn to upload and test. 

 

Please help to fix the logic. The logic should allow both .jpg and .JPG to pass. Don't use case sensitive for the extension",2,2,2
ePayment - One Stop Payment auto login to Singpass again,"Reporter: Gek Ling, ITD
  

 

Steps to replicate:
 1. click logout

2. click one stop payment 
 3. system auto login and redirected to my payments module 

 

Pls help resolve
  ",3,3,3
ePayment Dropdown filter not working,-,3,3,3
ePayment Fixes,"Hi all,

 

We raised this ticket to track the fixes for ePayment module

 

Thanks

cc: [~christopher] [~annabelle]",1,2,1
ePayment Receipt Transaction time and due details are not tally with internet site ,"Payment made using ""Pay on behalf"". 

Receipt attached in email notification are different from payment acknowledgement page.

 

The transaction date format (additional second) and due details captured are different.

Internet site

!image-2019-11-11-12-04-44-445.png!

Receipt attached in email notification

!image-2019-11-11-12-06-22-275.png!",3,3,3
ePayment Transaction and Due Reference No,"Please follow the following reference no format for you reference no.
 X is the service code
 R is the random number
 y is year
 M is month
 d is day

!image-2019-04-03-12-20-02-416.png!",3,3,3
ePayment export Function is not working,"Export function is not working

!image-2019-04-02-21-02-21-335.png!",3,3,3
ePayment: Unable to see the successful payment page clearly,"Happen in Chrome but not IE.

Credit Payment.",3,3,3
ePortal Internet - Able to enter more than field limit,"Able to enter more than 8 characters for Contact Number even though prompted number of characters must be 8. Although cannot submit the form, but when click on 'Next', did not bring user to the invalid field but instead to the top of the form.",3,2,3
